BASE_WORD	INPUT_WORD	TYPE	RELATION_ID	IN_WORD_NET	CNT
grain	bulgur	hyponyms	8096	0	1
appliance	coffee machine	hyponyms	8116	0	1
truck	pickup	hyponyms	8348	1	1
profession	retail	hyponyms	8355	0	1
device	headphones	hyponyms	8372	0	1
herb	basil	hyponyms	8393	1	1
room	basement	hyponyms	8403	0	1
mammal	mouse	hyponyms	8433	0	1
craft	science	hyponyms	8445	0	1
instrument	glockenspiel 	hyponyms	8158	0	1
landscape	garden	hyponyms	8173	0	1
clothing	tie	hyponyms	8184	0	1
animal	bug	hyponyms	8196	0	1
shape	circe	hyponyms	8213	0	1
job	tailor	hyponyms	8224	0	1
fish	sailfish	hyponyms	8247	0	1
book	picture book	hyponyms	8251	1	1
book	poetry	hyponyms	8253	0	1
book	fiction	hyponyms	8254	0	1
lounge	cushion	meronyms	7565	0	1
monkey	tree	meronyms	7585	0	1
monkey	zoo	meronyms	7587	0	1
gym	track	meronyms	7595	0	1
gym	dumbell	meronyms	7596	0	1
blade	pocketknife	hyponyms	8269	0	1
weapon	missile	hyponyms	8280	1	1
music	country	hyponyms	8286	0	1
music	guitar	hyponyms	8289	0	1
music	alternative	hyponyms	8291	0	1
organ	brain	hyponyms	8306	0	1
bird	canary 	hyponyms	8330	0	1
refrigerator	fridge	meronyms	7618	0	1
refrigerator	cool	meronyms	7619	0	1
apple	tree	meronyms	7620	0	1
knight	light	meronyms	7628	0	1
map	cou	meronyms	7640	0	1
map	google	meronyms	7641	0	1
map	street	meronyms	7642	0	1
kitchen	tea	meronyms	7647	0	1
table	chair	meronyms	7652	0	1
table	s	meronyms	7653	0	1
story	play	meronyms	7655	0	1
story	create	meronyms	7657	0	1
desk	papers	meronyms	7683	0	1
region	inside	meronyms	7704	0	1
product	msrp	meronyms	7724	0	1
pizza	mozzarella	meronyms	7822	0	1
textbook	word	meronyms	8065	0	1
male	jeans	meronyms	7607	0	1
monkey	tail  jump	meronyms	7675	0	1
gym	dumbbells 	meronyms	7679	0	1
aquarium	reception	meronyms	7848	0	1
town	town centre	meronyms	7853	0	1
moon	sea of solitude 	meronyms	7859	0	1
volcano	gas	meronyms	7865	0	1
female	smel	meronyms	7869	0	1
female	muff	meronyms	7870	0	1
finger	c	meronyms	7873	0	1
finger	point	meronyms	7874	0	1
car	glove compartment	meronyms	7876	1	1
museum	exhibition	meronyms	7877	0	1
museum	sculptures	meronyms	7878	0	1
museum	information	meronyms	7879	0	1
computer	har drive	meronyms	7887	0	1
park	vegetation	meronyms	7894	0	1
pool	sun bed	meronyms	7901	0	1
region	countryside	meronyms	7907	0	1
oven	food	meronyms	7909	0	1
product	form 	meronyms	7914	0	1
president	executive 	meronyms	7920	0	1
radio	enjoyment	meronyms	7923	0	1
pizza	to	meronyms	7694	0	1
video	recorder	meronyms	7726	0	1
purse	pocke	meronyms	7739	0	1
storm	downpour	meronyms	7740	0	1
skateboard	rider	meronyms	7778	0	1
needle	spindle	meronyms	7780	0	1
document	signatures	meronyms	7781	0	1
document	pages	meronyms	7784	0	1
hunter	prey	meronyms	7790	0	1
gym	i	meronyms	7791	0	1
gym	scoreboard	meronyms	7792	0	1
needle	torture	meronyms	7939	0	1
hunter	instinct	meronyms	7953	0	1
gym	metal	meronyms	7956	0	1
tree	cho	meronyms	7965	0	1
stew	liquid	meronyms	7978	0	1
painting	brushwork	meronyms	7985	0	1
map	se	meronyms	7988	0	1
numerous	high number	synonyms	9362	0	1
pool	floor	meronyms	9387	0	1
pool	walls	meronyms	9388	0	1
frequent	sometimes	synonyms	9396	0	1
grain	lentil	hyponyms	9418	0	1
purse	jewelry	meronyms	9426	0	1
pipe	color	meronyms	9435	0	1
party	bouncer	meronyms	9448	0	1
pester	perturb	synonyms	9462	0	1
metal	gold	hyponyms	8471	0	1
furniture	table	hyponyms	8475	1	1
furniture	dresser	hyponyms	8476	1	1
tidiness	filth 	antonyms	8549	0	1
tidiness	filthiness	antonyms	8552	0	1
alone	with family	antonyms	8555	0	1
get	disperse	antonyms	8574	0	1
light	twilight	antonyms	8582	0	1
complex	simple	antonyms	8587	1	1
complex	straightforward	antonyms	8588	0	1
bring	take along	synonyms	8605	0	1
remark	statement	synonyms	8614	0	1
liquor	schnaps	hyponyms	8497	1	1
waive	claim	antonyms	8505	0	1
preceding	fallout	antonyms	8509	0	1
soft	unbedn	antonyms	8511	0	1
immense	large	synonyms	8634	0	1
saunter	strutt	synonyms	8652	0	1
halt	desist 	synonyms	8659	0	1
doctor	gp	hyponyms	8664	1	1
movie	buddy film	hyponyms	8672	0	1
mental	aphasia	hyponyms	8677	0	1
recyclable	aluminum	hyponyms	8679	0	1
recyclable	paper	hyponyms	8682	0	1
math	matrix algebra	hyponyms	8689	0	1
math	topology	hyponyms	8691	0	1
hat	ball cap	hyponyms	8696	0	1
alarm	soft	antonyms	8761	0	1
sterile	not sterile	antonyms	8792	0	1
video	annotation	meronyms	8817	0	1
appliance	kitchen	hyponyms	8819	0	1
horizontal	veronica	antonyms	8820	0	1
climate	winter	hyponyms	8825	0	1
random	purposeful	antonyms	8829	0	1
grain	bulghur	hyponyms	8835	0	1
relative	nephew	hyponyms	8846	0	1
video	visuals	meronyms	8851	0	1
appliance	juic	hyponyms	8876	0	1
waive	not waive	antonyms	8877	0	1
frequent	quick	synonyms	8879	0	1
purse	keys	meronyms	8889	0	1
book	footnotes	meronyms	8908	0	1
plant	tree	hyponyms	8914	0	1
muscle	muscle	hyponyms	8936	0	1
game	soccer	hyponyms	8960	0	1
aquarium	gift shop	meronyms	8964	0	1
party	snack	meronyms	8966	0	1
disease	cold	hyponyms	8978	0	1
disease	altshem	hyponyms	8980	0	1
alligator	scary face	meronyms	8988	0	1
liquid	soup	hyponyms	8997	0	1
liquid	saliva	hyponyms	8998	0	1
muscle	gluteus	hyponyms	9006	0	1
science	electrical engineering	hyponyms	9015	0	1
boat	destroyer	hyponyms	9026	0	1
principal	major	synonyms	9040	0	1
soft	intense	antonyms	9042	0	1
city	market	meronyms	9045	0	1
weather	sunny	hyponyms	9062	0	1
weather	rainy	hyponyms	9063	0	1
body	glc	hyponyms	9067	0	1
town	bus stop	meronyms	9094	0	1
earnings	wealth	synonyms	9096	0	1
pain	pleasant	antonyms	9111	0	1
storm	outside	meronyms	9124	0	1
pipe	cylinder	meronyms	9133	0	1
diverse	b	synonyms	9150	0	1
town	supermarket	meronyms	9157	0	1
during	co-occurring 	synonyms	9203	0	1
pasta	linguine	hyponyms	9212	1	1
happy	joyful	synonyms	9220	0	1
moon	atmosphere	meronyms	9237	0	1
climate	deciduous	hyponyms	9248	0	1
possess	take control of	synonyms	9254	0	1
relative	gradn	hyponyms	9255	0	1
stroll	stride	synonyms	9256	0	1
principal	predominant	synonyms	9262	0	1
diverse	varying	synonyms	9265	0	1
meat	lamb	hyponyms	9301	1	1
meat	pork belly	hyponyms	9304	0	1
government	kakistocracy	hyponyms	9315	0	1
repair	mend	synonyms	9316	1	1
repair	stitch together	synonyms	9318	0	1
soup	pho	hyponyms	9326	0	1
beginner	youngster	synonyms	9330	0	1
weapon	crossbow	hyponyms	9338	0	1
ball	rugby ball 	hyponyms	10038	0	1
climate	widy	hyponyms	10063	0	1
landscape	beach	hyponyms	10073	0	1
pasta	fusilli	hyponyms	10075	0	1
kitchen	dink	meronyms	10085	0	1
stadium	trams	meronyms	10089	0	1
retrieve	find	synonyms	10102	1	1
bear	ursine	synonyms	10109	0	1
building	store	hyponyms	10122	0	1
university	departments	meronyms	10123	0	1
revenue	tax	synonyms	10133	0	1
little	small	synonyms	10140	1	1
cabinet	knobs	meronyms	10145	0	1
start	desist	antonyms	10150	0	1
flower	stamin 	meronyms	10151	0	1
deny	affirm	antonyms	10154	0	1
frequent	periodic	synonyms	10155	0	1
knife	wood	meronyms	10160	0	1
soup	cheddar soup	hyponyms	10168	0	1
body	brook	hyponyms	10201	0	1
preceding	subsequent	antonyms	10202	0	1
muscle	trapezius	hyponyms	10207	0	1
alligator	lung	meronyms	10220	0	1
school	theater	meronyms	10226	0	1
pasta	bowtie	hyponyms	10232	0	1
earnings	paycheck	synonyms	10234	0	1
earnings	winnings	synonyms	10235	0	1
clothing	gloves	hyponyms	10239	0	1
chassis	undercarri	synonyms	10283	0	1
dorm	barracks 	synonyms	10294	0	1
scope	body 	meronyms	10300	0	1
scope	glass	meronyms	10303	0	1
blur	enhance 	antonyms	10304	0	1
comic	word baloons	meronyms	10312	0	1
embryo	egg	synonyms	10329	0	1
calf	hoof	meronyms	10336	0	1
job	software engineer	hyponyms	10170	0	1
machine	typewriter	hyponyms	10173	0	1
tidiness	mess	antonyms	10177	0	1
principal	tea	synonyms	10244	0	1
relative	parents	hyponyms	10245	0	1
hand	relinquish	synonyms	10249	0	1
horizontal	awake	antonyms	10265	0	1
pencil	eraser 	meronyms	10349	0	1
reported	hid	antonyms	10391	0	1
affiliated	eml	synonyms	10402	0	1
humility	egotiy	antonyms	10403	0	1
pasta	carbonara	hyponyms	9606	0	1
principal	teacher	synonyms	9610	0	1
waive	utilise	antonyms	9613	0	1
preceding	afterwards	antonyms	9617	0	1
turtle	nails	meronyms	9644	0	1
go	remain	antonyms	9647	0	1
near	distant	synonyms	9654	0	1
pants	stitches	meronyms	9664	0	1
bring	deliver	synonyms	9671	0	1
soldier	rank	meronyms	9680	0	1
glasses	metal	meronyms	9683	0	1
glasses	loop	meronyms	9684	0	1
night	sun	antonyms	9685	0	1
cat	tom	hyponyms	9701	0	1
cat	tom cat	hyponyms	9703	0	1
hot	frigid	antonyms	9706	0	1
shape	pentagon	hyponyms	9715	0	1
stadium	goals	meronyms	9725	0	1
stroll	prance	synonyms	9516	0	1
town	location	synonyms	9524	0	1
town	urb	synonyms	9525	0	1
test	try out	synonyms	9759	1	1
cabinet	latch 	meronyms	9773	0	1
business	cfo	meronyms	9820	0	1
monkey	spider	hyponyms	9834	0	1
dog	labrador	hyponyms	9836	0	1
go	leave	antonyms	9510	0	1
go	end	antonyms	9511	0	1
sterile	fertile 	antonyms	9540	0	1
event	performance	meronyms	9568	0	1
possess	assume power over	synonyms	9574	0	1
instrument	percussion	hyponyms	9579	0	1
instrument	brass	hyponyms	9580	0	1
neighborhood	block	meronyms	9588	0	1
boat	yacht 	hyponyms	9590	0	1
landscape	trees	hyponyms	9601	0	1
pants	waistband	meronyms	9838	0	1
dungeon	dirt floor	meronyms	9839	0	1
product	packaging	meronyms	9842	0	1
relative	un	hyponyms	9849	0	1
detest	hate	synonyms	9850	1	1
climate	cold, hot, rainy,dry,	hyponyms	9871	0	1
grain	wheat, rye, 	hyponyms	9873	0	1
knife	face	meronyms	9884	0	1
gentle	coarse 	antonyms	9907	0	1
relative	grandson	hyponyms	9912	0	1
last	past	antonyms	9944	0	1
pain	relief	antonyms	9951	0	1
pain	gain	antonyms	9953	0	1
border	barrier	synonyms	9956	0	1
border	mark	synonyms	9959	0	1
hotel	lviing	meronyms	9962	0	1
natural	storm	hyponyms	9971	0	1
separation	joined	antonyms	9978	0	1
separation	formed	antonyms	9980	0	1
odd	generic	antonyms	9988	0	1
vegetable	artichoke	hyponyms	10021	1	1
vegetable	esparagus	hyponyms	10022	0	1
similarity	synomyms	hyponyms	11162	0	1
capable	can	synonyms	11177	0	1
similarity	books	hyponyms	11211	0	1
believer	gullible	hyponyms	11222	0	1
foul	fragrant	antonyms	11226	0	1
chain	locket	meronyms	11243	0	1
hawaii	trees	meronyms	11248	0	1
hawaii	beach	meronyms	11253	0	1
similarity	odd	hyponyms	11256	0	1
similarity	a	antonyms	11257	0	1
rod	joint	meronyms	11264	0	1
friday	friyay	synonyms	11279	0	1
so	adios	synonyms	11299	0	1
result	log	hyponyms	11303	0	1
foul	insec	antonyms	11306	0	1
magnetic	attracted	antonyms	11312	0	1
dissolution	disband	hyponyms	11321	0	1
license	honor	synonyms	11347	0	1
obstruction	stopper	hyponyms	11354	0	1
limited	excessive	antonyms	11379	0	1
hitch	se	antonyms	11380	0	1
kiss	french	hyponyms	11385	0	1
hanging	flai	synonyms	11387	0	1
dissolution	logistical	hyponyms	11392	0	1
similarity	opposi	antonyms	10705	0	1
writings	journals	meronyms	10708	0	1
spacecraft	propello	meronyms	10738	0	1
broadcasting	news	hyponyms	10754	0	1
wake	die	antonyms	11034	0	1
generator	switch	meronyms	11061	0	1
pigment	tone	synonyms	11070	0	1
blade	edge	meronyms	10474	0	1
vertex	corner	synonyms	10483	0	1
eclipse	time	meronyms	10491	0	1
projection	slides	synonyms	10500	0	1
settled	uncertain	antonyms	10503	0	1
paper	fibers 	meronyms	10512	0	1
mammalian	breasts	meronyms	10521	0	1
can	aluminum 	meronyms	10530	0	1
substantial	insubstantial 	antonyms	10535	0	1
open	close off	antonyms	10538	0	1
patience	impatience 	antonyms	10540	0	1
personality	introversion 	meronyms	10546	0	1
personality	kindess	meronyms	10548	0	1
heart	arteries 	meronyms	10554	0	1
plot	tension	hyponyms	10412	0	1
stream	bank	meronyms	10564	0	1
lettuce	cabbage	hyponyms	10574	0	1
chain	clasps	meronyms	10601	0	1
spacecraft	engines	meronyms	10609	0	1
father	daddy	synonyms	10627	0	1
noble	selfish	antonyms	10643	0	1
hitch	unattach	antonyms	10657	0	1
ballet	audience 	meronyms	10660	0	1
prefix	conclusion 	antonyms	10672	0	1
account	money	meronyms	10417	0	1
dry	wet	antonyms	10434	1	1
aggression	violence	hyponyms	10765	1	1
immature	knowledgeable	antonyms	10779	0	1
pony	shoe 	synonyms	10810	0	1
hitch	nickname 	hyponyms	10830	0	1
chain	link 	meronyms	10840	0	1
writings	exclamation	meronyms	10844	0	1
differential	same	synonyms	10866	0	1
similarity	dislike	antonyms	10919	0	1
spacecraft	chair	meronyms	10928	0	1
funk	groove	synonyms	10977	0	1
dish	ingredient	meronyms	10978	1	1
wake	wo	synonyms	10986	0	1
voter	opter	hyponyms	10993	0	1
poke	touch	hyponyms	10998	0	1
away	home	antonyms	11003	1	1
disability	disease	hyponyms	11009	0	1
well	l	synonyms	11025	0	1
court	flag	meronyms	11079	0	1
limited	beyong	antonyms	11089	0	1
resin	amber	synonyms	11107	0	1
play	climax	meronyms	11116	0	1
magnetic	demagnetic	antonyms	11135	0	1
program	code	meronyms	11944	0	1
hitch	half	hyponyms	11968	0	1
month	names	meronyms	11970	0	1
gun	remington	hyponyms	11971	0	1
gun	bal	hyponyms	11975	0	1
foul	jump	hyponyms	12178	0	1
foul	push	hyponyms	12180	0	1
spending	credit	hyponyms	12189	0	1
dissolution	total	hyponyms	12193	0	1
trunk	k	meronyms	12201	0	1
initiation	test	hyponyms	12206	0	1
water	purfication	meronyms	12209	0	1
kin	cousin	hyponyms	12215	0	1
rod	pretzel	meronyms	12227	0	1
gag	clothing	meronyms	11401	0	1
limited	capable	antonyms	11996	0	1
woods	frpe	meronyms	11999	0	1
character	face	meronyms	12025	0	1
character	book	meronyms	12027	0	1
writings	authorship	synonyms	12041	0	1
inviting	uninvite	antonyms	12071	0	1
years	hours	meronyms	12098	0	1
desirable	ungly	antonyms	12101	0	1
magnetic	rude	antonyms	12236	0	1
desirable	repuls	antonyms	12250	0	1
breathing	breath	meronyms	12253	0	1
local	est	hyponyms	11424	0	1
local	pst	hyponyms	11428	0	1
water	spray	meronyms	11434	0	1
hitch	cable	hyponyms	11438	0	1
writings	poetr	meronyms	11443	0	1
upper	top	synonyms	11462	0	1
subsequent	prior	antonyms	11480	0	1
dish	clay	meronyms	11526	0	1
plaster	cover	hyponyms	11537	0	1
water	floride	meronyms	11651	0	1
month	weeks 	meronyms	11664	0	1
planet	celes	synonyms	11682	0	1
transportation	fly	hyponyms	11696	0	1
woody	shady	antonyms	11718	0	1
lime	fruit	meronyms	11736	0	1
plaster	g	hyponyms	11745	0	1
ground	air	antonyms	11756	0	1
snapshot	picture	synonyms	11760	0	1
breaking	spliting	hyponyms	11766	0	1
narrative	book	hyponyms	11779	0	1
yellow	cha	synonyms	11883	0	1
paste	stick	hyponyms	11893	0	1
foul	temperment	hyponyms	12131	0	1
ice	vanilla	hyponyms	12141	0	1
writings	scribbble	meronyms	12145	0	1
water	purifier	meronyms	12149	0	1
heart	v	meronyms	11548	0	1
chain	join	meronyms	11554	0	1
limitation	ceiling	hyponyms	11555	0	1
seafood	snapper	hyponyms	11561	0	1
similarity	variance	antonyms	11566	0	1
writings	pen, paper, writer, pencil, editing, novel, story	meronyms	11577	0	1
darkness	light	antonyms	11586	0	1
darkness	day	antonyms	11588	0	1
april	spring	meronyms	11603	0	1
april	flowers	meronyms	11607	0	1
autumn	leaves, fallen, season, fall	meronyms	11612	0	1
employment	unemployed	antonyms	11784	0	1
skin	peel	meronyms	11794	0	1
common	beef	hyponyms	11807	0	1
sleep	heavy 	hyponyms	11811	0	1
desirable	not wanted	antonyms	11830	0	1
hunter	gatherer	hyponyms	11837	0	1
inning	home t	meronyms	11839	0	1
hawaii	islands	meronyms	11840	0	1
sec	second	synonyms	11846	1	1
foul	face	hyponyms	11860	0	1
carcinoma	cancer	hyponyms	11888	0	1
superficial	intense	antonyms	11898	0	1
sleep	not sleep	antonyms	11899	0	1
perspective	view	synonyms	11928	1	1
wake	uncon	antonyms	12551	0	1
lord	judge	synonyms	12556	0	1
cheek	freckle	meronyms	12662	0	1
cheek	blush	meronyms	12663	0	1
cheek	cheekbone	meronyms	12664	0	1
writings	pieces	synonyms	12670	0	1
writings	noun	synonyms	12680	0	1
four	quanto	synonyms	12718	0	1
rustic	country	synonyms	12722	0	1
rustic	worn 	synonyms	12723	0	1
chain	oval	meronyms	12757	0	1
night	black	meronyms	12969	0	1
sleep	paradoxal	hyponyms	13142	0	1
devote	loyal	synonyms	13143	0	1
located	found	synonyms	13149	0	1
asian	taiwan	hyponyms	13160	0	1
asian	china	hyponyms	13161	0	1
vulnerability	invulnerability	antonyms	13172	1	1
yellow	piss	synonyms	13190	0	1
looking	regarding	synonyms	13204	0	1
voter	voting	synonyms	13211	0	1
candidate	nominee	synonyms	13252	1	1
obstruction	trash	hyponyms	12770	0	1
hitch	a ride	hyponyms	12777	0	1
writings	stor	synonyms	12782	0	1
pony	tiny	synonyms	12793	0	1
sin	murder	hyponyms	12830	0	1
tranquil	serene	synonyms	12871	1	1
similarity	differen	antonyms	12872	0	1
dodge	tax	hyponyms	12876	0	1
volatility	unpredictability	synonyms	12768	1	1
marching	march	synonyms	12785	1	1
sleep	night	hyponyms	12902	0	1
hitch	delay	antonyms	12903	0	1
regulated	chaos	antonyms	12945	0	1
calf	body	meronyms	12950	0	1
woody	brown	synonyms	12960	0	1
caravan	lead	meronyms	12974	0	1
dish	wooden	meronyms	12981	0	1
looking	viewing	hyponyms	13005	0	1
hitch	tie	hyponyms	13014	0	1
plaster	mortar	hyponyms	12857	0	1
writings	tal	synonyms	12864	0	1
luggage	handle	meronyms	12961	1	1
revealing	explaining	hyponyms	13039	0	1
chinese	southern	hyponyms	13045	0	1
looking	observe	synonyms	13079	0	1
sleep	rise	antonyms	13091	0	1
sleep	tired	hyponyms	13098	0	1
august	wed	meronyms	13099	0	1
skin	fore	meronyms	13140	0	1
writings	draw	synonyms	12344	0	1
certification	liscenced	synonyms	12350	0	1
saved	doomed	antonyms	12593	0	1
violate	leave alone	antonyms	12598	0	1
sanitary	dirty	antonyms	12626	0	1
generic	unique	antonyms	12639	0	1
journey	adventure	hyponyms	12647	0	1
foul	offsides	hyponyms	12653	0	1
sleep	sleep	antonyms	12285	0	1
hanging	low	synonyms	12314	0	1
woody	plains	antonyms	12372	0	1
asian	tibetan	hyponyms	12381	1	1
subordinate	boss	antonyms	12342	0	1
foul	dirty	hyponyms	12435	0	1
aggression	push	hyponyms	12444	0	1
deed	title	synonyms	12446	1	1
cone	paper	meronyms	12453	0	1
research	school	hyponyms	12476	0	1
ice	sides	meronyms	12482	0	1
company	managers	meronyms	12486	0	1
funk	weir	synonyms	12495	0	1
violate	appreciate	antonyms	12504	0	1
voter	legal	hyponyms	12507	0	1
wake	fall asleep	synonyms	12525	0	1
prophets	dreams	meronyms	13440	0	1
controversial	loved	antonyms	13450	0	1
saved	cursed	antonyms	13455	0	1
skin	surface	meronyms	13462	0	1
obstruction	closure	hyponyms	13464	1	1
woods	needles	meronyms	13476	0	1
ice	berg	meronyms	13485	0	1
protest	boycott	hyponyms	13489	1	1
month	letters	meronyms	13518	0	1
plus	more	synonyms	13526	0	1
spacecraft	cone	meronyms	13529	0	1
controversial	simple	antonyms	13555	0	1
single	status	hyponyms	13262	0	1
research	scientific	hyponyms	13289	0	1
violate	obeye	antonyms	13297	0	1
month	fee	meronyms	13299	0	1
operation	doctor	meronyms	13304	0	1
writings	though	meronyms	13306	0	1
yellow	pale	synonyms	13313	0	1
woods	moss	meronyms	13343	0	1
truth	false	antonyms	13346	0	1
desirable	ew	antonyms	13347	0	1
woody	limp	antonyms	13380	0	1
unsatisfactory	satisfactory	antonyms	13385	1	1
foul	win	antonyms	13386	0	1
income	expenditure	antonyms	13424	0	1
looking	espying	hyponyms	13427	0	1
plaster	building	hyponyms	13789	0	1
limited	gifted	antonyms	13795	0	1
forest	underbrush	meronyms	13799	1	1
forest	river	meronyms	13806	0	1
disturb	wake	synonyms	13828	0	1
voter	reliable	hyponyms	13836	0	1
magnetic	repelling	antonyms	13843	0	1
similarity	commonality	hyponyms	13857	0	1
gag	choke	synonyms	13865	1	1
similarity	diversity	antonyms	13875	0	1
magnetic	repeling	antonyms	13879	0	1
typical	unusual	antonyms	13293	0	1
skin	protein	meronyms	13895	0	1
decisive	loser	antonyms	13905	0	1
similarity	difference	hyponyms	13911	0	1
weekend	days	meronyms	13920	0	1
hanging	dead	synonyms	13932	0	1
motorcycle	tires	meronyms	13938	0	1
surface	concrete	hyponyms	13953	0	1
seafood	s	hyponyms	13958	0	1
key	edges	meronyms	13959	0	1
hidden	lost	synonyms	13978	0	1
spacecraft	crew	meronyms	13982	0	1
singular	alone	synonyms	14026	0	1
body	eye	meronyms	13946	0	1
body	foot	meronyms	13949	0	1
body	toe	meronyms	13951	0	1
magnetic	nonmagneti	antonyms	14006	0	1
looking	peeking	hyponyms	14009	0	1
elastic	stuck	antonyms	14045	0	1
electricity	high end	hyponyms	14049	0	1
smear	goo	hyponyms	14064	0	1
remote	controller	synonyms	14092	0	1
lord	r	synonyms	14108	0	1
talking	speech	hyponyms	14126	0	1
hitch	separator	antonyms	13269	0	1
trial	witnesses	meronyms	13277	0	1
trial	accused	meronyms	13281	0	1
inning	timer	meronyms	13285	0	1
woods	hunters	meronyms	13580	0	1
adverse	hard	synonyms	13585	0	1
tide	ocean	meronyms	13592	0	1
south	verifies	meronyms	13704	0	1
climb	rapid	hyponyms	13707	0	1
foul	colt	hyponyms	13719	0	1
foul	beautiful	antonyms	13736	0	1
pretending	wedding	hyponyms	13746	0	1
looking	peering	hyponyms	13765	0	1
desirable	crappy	antonyms	13613	0	1
regime	advisors	meronyms	13618	0	1
sleep	poor	hyponyms	13629	0	1
out	entrance	antonyms	13631	0	1
inning	st	meronyms	13641	0	1
hanging	roe	hyponyms	13660	0	1
meaningless	unworthy	synonyms	13662	0	1
similarity	same k	hyponyms	13673	0	1
limited	gaining	antonyms	13709	0	1
dish	center	meronyms	13721	0	1
eligible	can't	antonyms	14793	0	1
odds	war	synonyms	14797	0	1
egg	shell	meronyms	14838	1	1
watch	months	meronyms	14842	0	1
confinement	punishment	meronyms	14875	0	1
lattice	wood	hyponyms	14972	0	1
yellow	ecru	synonyms	14980	0	1
woods	glen	meronyms	14990	0	1
general	specific	antonyms	15004	1	1
woods	farm	synonyms	15017	0	1
lock	number	meronyms	15030	0	1
voter	dum	hyponyms	15039	0	1
dynamic	lethargic	antonyms	15050	0	1
disposition	truth	meronyms	15060	0	1
inning	throws	meronyms	15088	0	1
piano	tonewheel	meronyms	15098	0	1
piano	tuner	meronyms	15100	0	1
royalty	leader	synonyms	15110	0	1
curing	healing	synonyms	14210	0	1
song	harmony	meronyms	14227	0	1
foul	inplay	antonyms	14879	0	1
similarity	duplic	hyponyms	14880	0	1
spacecraft	fu	meronyms	14894	0	1
saved	g	antonyms	14917	0	1
similarity	similie	hyponyms	14926	0	1
mill	building	meronyms	14928	0	1
maths	multiplying	synonyms	14955	0	1
core	center	synonyms	14960	1	1
plaster	paper machete	hyponyms	14965	0	1
teaching	learn	meronyms	15123	0	1
abundance	plentiful	hyponyms	15124	0	1
good	gre	hyponyms	14146	0	1
heart	emergency	meronyms	14156	0	1
realistic	unrealistic	antonyms	14179	1	1
tired	awake	antonyms	14182	0	1
minute	watch	meronyms	14199	0	1
blanket	cotton	hyponyms	14206	0	1
rod	electrons	meronyms	14283	0	1
similarity	compare	hyponyms	14297	0	1
similarity	type	hyponyms	14298	0	1
transformer	electric	hyponyms	14300	0	1
water	strea	meronyms	14303	0	1
dissolution	liquidation	hyponyms	14307	0	1
four	num	synonyms	14315	0	1
neglect	ignore	synonyms	14319	1	1
inward	outward	antonyms	14327	1	1
diagnosis	mental	hyponyms	14337	0	1
writings	punctiontion	meronyms	14342	0	1
writings	musing	synonyms	14351	0	1
puff	muff	synonyms	14358	0	1
magnetic	dont	antonyms	14363	0	1
photography	pictures	synonyms	14364	0	1
similarity	good	hyponyms	14372	0	1
chain	ropes	meronyms	14386	0	1
paris	italy	meronyms	14390	0	1
asian	race	hyponyms	14393	0	1
integrity	honest	hyponyms	14410	0	1
arrow	rod	meronyms	14428	0	1
arrow	quill	meronyms	14437	0	1
writings	lead	meronyms	14449	0	1
writings	synopsis	meronyms	14452	0	1
volunteer	free	hyponyms	14465	0	1
dissolution	mix	hyponyms	14486	0	1
philippines	town	meronyms	14490	0	1
philippines	coast	meronyms	14496	0	1
philippines	river	meronyms	14500	0	1
ultimate	small	antonyms	14505	0	1
circuit	processor	meronyms	14512	0	1
magnetic	not magnetic	antonyms	14518	0	1
desirable	rep	antonyms	14543	0	1
country	mountain	meronyms	14547	0	1
slaughter	animal	hyponyms	14557	0	1
month	finish	meronyms	14564	0	1
month	middle 	meronyms	14566	0	1
marching	stamping	synonyms	14576	0	1
foul	ok	antonyms	14584	0	1
nail	tin	hyponyms	14592	0	1
spacecraft	captains quarters	meronyms	14606	0	1
four	fourth	synonyms	14610	0	1
august	finish	meronyms	14614	0	1
august	start	meronyms	14617	0	1
august	middle	meronyms	14618	0	1
august	second	meronyms	14619	0	1
august	weekday	meronyms	14620	0	1
hitch	reject	antonyms	14630	0	1
fidelity	cheater	antonyms	14632	0	1
replacing	fit	hyponyms	14645	0	1
foul	red card	hyponyms	14653	0	1
dish	platter	meronyms	14667	0	1
endurance	stand	hyponyms	14671	0	1
woody	tough	synonyms	14680	0	1
typical	the same	synonyms	14684	0	1
gothic	grunge	hyponyms	14686	0	1
barrel	top 	meronyms	14695	0	1
revise	edit	synonyms	14702	0	1
paris	eifle tower	meronyms	14708	0	1
invasive	easy	antonyms	14713	0	1
hardware	tools	antonyms	14737	0	1
aggression	mental	hyponyms	14743	0	1
marching	crowds	hyponyms	14752	0	1
peanut	husk	meronyms	14759	0	1
teaching	observing	meronyms	14778	0	1
foul	wrong	synonyms	14784	0	1
protest	non-violent	hyponyms	16448	0	1
disappearance	return	antonyms	16462	0	1
hell	purgatory	antonyms	16469	0	1
ballet	dresses	meronyms	16474	0	1
leg	foot	hyponyms	16486	0	1
leg	knee	hyponyms	16487	0	1
ballet	leaps	meronyms	16491	0	1
ballet	intermission	meronyms	16493	0	1
saved	threw out	antonyms	16500	0	1
limited	extended, complete, unlimited, full, 	antonyms	16502	0	1
feeding	knife	meronyms	16516	0	1
asian	philipino	hyponyms	16519	0	1
magnetic	unattractive, non-magnetic	antonyms	16522	0	1
paris	river	meronyms	16525	0	1
paris	arch	meronyms	16526	0	1
plaster	bandaid, bandage, tape	hyponyms	16527	0	1
